x,u
0,0
0.09424778,-0.027766697
0.188495559,-0.055286935
0.282743339,-0.082316443
0.376991118,-0.108615303
0.471238898,-0.133950087
0.565486678,-0.15809592
0.659734457,-0.180838482
0.753982237,-0.20197591
0.848230016,-0.221320585
0.942477796,-0.238700803
1.036725576,-0.253962295
1.130973355,-0.2669696
1.225221135,-0.277607264
1.319468915,-0.285780867
1.413716694,-0.291417858
1.507964474,-0.294468204
1.602212253,-0.294904829
1.696460033,-0.292723858
1.790707813,-0.287944649
1.884955592,-0.280609623
1.979203372,-0.270783886
2.073451151,-0.258554652
2.167698931,-0.244030469
2.261946711,-0.227340254
2.35619449,-0.208632151
2.45044227,-0.188072215
2.544690049,-0.165842936
2.638937829,-0.142141623
2.733185609,-0.117178651
2.827433388,-0.091175593
2.921681168,-0.064363255
3.015928947,-0.036979623
3.110176727,-0.009267758
3.204424507,0.018526369
3.298672286,0.046156054
3.392920066,0.073376055
3.487167845,0.099944765
3.581415625,0.125626358
3.675663405,0.150192883
3.769911184,0.173426284
3.864158964,0.195120342
3.958406744,0.215082498
4.052654523,0.233135567
4.146902303,0.249119308
4.241150082,0.262891848
4.335397862,0.274330941
4.429645642,0.283335054
4.523893421,0.289824264
4.618141201,0.293740974
4.71238898,0.295050418
